Level,Date and Time,Source,Event ID,Task Category
Information,8/27/2023 2:36:34 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:34 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:30 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:27 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:27 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:27 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:25 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:17 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:17 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:17 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:12 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:12 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:36:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:55 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:55 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:55 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:55 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:47 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:40 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:33 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:33 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:33 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:33 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:33 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:29 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:29 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:35:23 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,8/27/2023 2:29:31 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,8/27/2023 2:25:57 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,8/27/2023 2:17:54 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.395.1417.0)
Warning,8/27/2023 2:17:28 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,8/27/2023 2:17:28 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,8/27/2023 2:17:04 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,8/27/2023 2:16:41 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat was cleared updating 32 keys and creating 7 modified pages.
Information,8/27/2023 2:16:21 AM,Microsoft-Windows-Kernel-General,15,(10),Hive \??\C:\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat was reorganized with a starting size of 4190208 bytes and an ending size of 3878912 bytes.
Information,8/27/2023 2:16:21 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\ntuser.dat was cleared updating 1792 keys and creating 242 modified pages.
Information,8/27/2023 2:16:20 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,8/27/2023 2:16:17 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.395.1417.0)
Information,8/27/2023 2:16:17 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/27/2023 2:16:12 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\jonathan\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 1905 keys and creating 225 modified pages.
Information,8/27/2023 2:16:12 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\jonathan\ntuser.dat was cleared updating 1238 keys and creating 200 modified pages.
Information,8/27/2023 2:15:38 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\AppCompat\Programs\Amcache.hve was cleared updating 1081 keys and creating 416 modified pages.
Information,8/27/2023 2:15:28 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\bbimigrate\BBI was cleared updating 1 keys and creating 1 modified pages.
Information,8/27/2023 2:15:21 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,8/27/2023 2:15:19 AM,Microsoft-Windows-WAS,5211,None,"The description for Event ID 5211 from source Microsoft-Windows-WAS cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Classic
ConfigurationSystem

The message resource is present but the message was not found in the message table
"
Information,8/27/2023 2:15:17 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat was cleared updating 556 keys and creating 190 modified pages.
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2005‎-‎08‎-‎08T13:17:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T11:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) unloaded successfully."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Error,8/27/2023 2:15:11 AM,Microsoft-Windows-Eventlog,23,Service startup,The event logging service encountered an error (res=5) while initializing logging resources for channel Windows PowerShell.
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1986‎-‎08‎-‎13T13:58:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2102‎-‎01‎-‎12T22:06:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,8/27/2023 2:15:11 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,8/27/2023 2:15:10 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\LocalService\NTUSER.DAT was cleared updating 86 keys and creating 20 modified pages.
Information,8/27/2023 2:15:10 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\BBI was cleared updating 516 keys and creating 127 modified pages.
Information,8/27/2023 2:15:09 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\NTUSER.DAT was cleared updating 107 keys and creating 16 modified pages.
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SAM was cleared updating 70 keys and creating 9 modified pages.
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SECURITY was cleared updating 104 keys and creating 5 modified pages.
Information,8/27/2023 2:15:08 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,8/27/2023 2:15:07 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\DEFAULT was cleared updating 480 keys and creating 78 modified pages.
Information,8/27/2023 2:15:07 AM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 420.
Information,8/27/2023 2:15:07 AM,Microsoft-Windows-Kernel-General,15,(10),Hive \SystemRoot\System32\Config\SOFTWARE was reorganized with a starting size of 78675968 bytes and an ending size of 78630912 bytes.
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \Device\HarddiskVolume3\EFI\Microsoft\Boot\BCD was cleared updating 66 keys and creating 7 modified pages.
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{6a08319f-b3d9-458f-bb36-be49a5ed1803} (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎05T19:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 2:15:02 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 2:15:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T04:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:01 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,8/27/2023 2:15:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2035‎-‎12‎-‎09T05:19:01.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2023‎-‎04‎-‎22T19:17:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:15:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎22T22:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 2:14:59 AM,vmci,3,None,"The description for Event ID 3 from source vmci cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMCI: Using capabilities (0xc).


The message resource is present but the message was not found in the message table
"
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,8/27/2023 2:14:56 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎08‎-‎27T09:14:55.500000000Z.
Information,8/27/2023 2:13:18 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎08‎-‎27T09:13:18.493595600Z.
Information,8/27/2023 2:13:17 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,8/27/2023 2:15:10 AM,EventLog,6013,None,The system uptime is 15 seconds.
Information,8/27/2023 2:15:10 AM,EventLog,6005,None,The Event log service was started.
Information,8/27/2023 2:15:10 AM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 19044  Multiprocessor Free.
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,8/27/2023 2:13:12 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,8/27/2023 2:13:12 AM,EventLog,6006,None,The Event log service was stopped.
Information,8/27/2023 2:13:11 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,8/27/2023 2:13:10 AM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (GOVBETA) has initiated the power off of computer GOVBETA on behalf of user GOVBETA\Administrator for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Warning,8/27/2023 2:11:15 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user GOVBETA\Administrator SID (S-1-5-21-3089243881-3525850343-252262830-500) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,8/27/2023 2:11:09 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  pmem
Service File Name:  C:\Users\ADMINI~1\AppData\Local\Temp\pmeEA91.tmp
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 1:56:33 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/27/2023 1:56:31 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/27/2023 1:56:29 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/27/2023 1:15:18 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  pmem
Service File Name:  C:\Users\ADMINI~1\AppData\Local\Temp\pmeC6F3.tmp
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 12:53:16 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Warning,8/27/2023 12:45:21 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user GOVBETA\Administrator SID (S-1-5-21-3089243881-3525850343-252262830-500) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,8/27/2023 12:44:50 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user GOVBETA\Administrator SID (S-1-5-21-3089243881-3525850343-252262830-500) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,8/27/2023 12:11:50 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/27/2023 12:11:48 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/27/2023 12:11:43 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/26/2023 3:25:27 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\S-1-5-21-3089243881-3525850343-252262830-500\SystemAppData\Helium\Cache\cbe7ba1abfcfaa07_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,8/26/2023 3:25:27 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.
Information,8/26/2023 3:25:27 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 6 keys and creating 1 modified pages.
Information,8/26/2023 3:25:27 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 52 keys and creating 9 modified pages.
Information,8/26/2023 12:00:00 PM,EventLog,6013,None,The system uptime is 4594903 seconds.
Information,8/26/2023 8:13:14 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.395.1359.0)
Information,8/26/2023 8:13:00 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.395.1359.0)
Information,8/26/2023 8:13:00 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,8/26/2023 7:39:12 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,8/26/2023 7:39:10 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,8/26/2023 7:38:58 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,8/26/2023 7:38:57 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,8/26/2023 7:38:57 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,8/26/2023 7:38:38 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Warning,8/26/2023 7:38:30 AM,Microsoft-Windows-Time-Service,36,None,"The time service has not synchronized the system time for the last 86400 seconds because none of the time service providers provided a usable time stamp. The time service will not update the local system time until it is able to synchronize with a time source. If the local system is configured to act as a time server for clients, it will stop advertising as a time source to clients after 0 seconds. The time service will continue to retry and sync time with its time sources. Check system event log for other W32time events for more details. Run 'w32tm /resync' to force an instant time synchronization. You can control the frequency of the time source rediscovery using ClockHoldoverPeriod W32time config setting. Modify the EventLogFlags W32time config setting if you wish to disable this message."
Information,8/26/2023 5:10:21 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/26/2023 5:10:17 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/26/2023 5:10:03 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Error,8/26/2023 1:39:04 AM,Service Control Manager,7000,None,"The Npcap Packet Driver (NPCAP) (Wi-Fi) service failed to start due to the following error: 
The system cannot find the file specified."
Information,8/26/2023 1:39:04 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Npcap Packet Driver (NPCAP) (Wi-Fi)
Service File Name:  \SystemRoot\system32\DRIVERS\npcap.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/26/2023 1:39:02 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Npcap Packet Driver (NPCAP)
Service File Name:  \SystemRoot\system32\DRIVERS\npcap.sys
Service Type:  kernel mode driver
Service Start Type:  system start
Service Account:  "
Information,8/26/2023 1:34:08 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Google Chrome Elevation Service (GoogleChromeElevationService)
Service File Name:  ""C:\Program Files\Google\Chrome\Application\116.0.5845.111\elevation_service.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,8/26/2023 1:33:43 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Google Update Service (gupdatem)
Service File Name:  ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,8/26/2023 1:33:43 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Google Update Service (gupdate)
Service File Name:  ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,8/26/2023 1:31:26 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
Information,8/26/2023 1:31:24 AM,Display,4107,None,A caller specified the SDC_FORCE_MODE_ENUMERATION flag in a call to the SetDisplayConfig() API
